batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,sample_fraction,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,std_metric_rankme,std_metric_coherence,std_metric_pseudo_condition_number,std_metric_alpha_req,std_metric_stable_rank,std_metric_ne_sum,std_metric_self_clustering,std_metric_ripser_sum_H0,std_metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1,std_time_rankme,std_time_coherence,std_time_pseudo_condition_number,std_time_alpha_req,std_time_stable_rank,std_time_ne_sum,std_time_self_clustering,std_time_ripser_sum_H0,std_time_ripser_sum_H1
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=00.ckpt,0,0.48194444444444445,12,128,0.525,35.427,7.4955,0.0006,4.0606,1.1179,6.8168,0.8,7795.822,871.7971,0.0356,1.3127,0.0,0.0037,0.0005,0.0485,0.0006,11.1969,11.4236,0.0001,0.0009,0.0,0.0002,0.0005,0.0051,0.1373,26.8353,26.8353,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0015,2.1625,2.1625
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=01.ckpt,1,0.48694444444444446,12,128,0.525,40.5395,8.061,0.0004,4.0861,1.136,6.7779,0.7744,9590.79,1190.446,0.029,1.6613,0.0,0.0043,0.0004,0.0514,0.0005,10.6468,12.5848,0.0001,0.0009,0.0,0.0002,0.0005,0.0052,0.1364,31.3716,31.3716,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0016,2.5827,2.5827
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=02.ckpt,2,0.5091666666666667,12,128,0.525,43.3951,3.367,0.0004,4.0806,1.1371,7.6021,0.7729,11050.412,1339.6587,0.0267,0.0906,0.0,0.0026,0.0004,0.0489,0.0005,9.6665,14.9266,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1365,35.1401,35.1401,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0014,3.3351,3.3351
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=03.ckpt,3,0.5088888888888888,12,128,0.525,45.8975,3.3417,0.0006,4.0134,1.1462,7.5553,0.7604,11927.923,1462.1509,0.0288,0.1007,0.0,0.0021,0.0004,0.0412,0.0005,11.3519,8.8469,0.0001,0.0008,0.0,0.0002,0.0005,0.0051,0.136,35.7456,35.7456,0.0,0.0001,0.0,0.0,0.0001,0.0,0.001,2.2196,2.2196
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=04.ckpt,4,0.5102777777777778,12,128,0.525,46.2629,3.6146,0.0004,4.1914,1.1511,7.7603,0.7541,12639.743,1582.762,0.0318,0.1017,0.0,0.0023,0.0004,0.0736,0.0005,12.2073,11.6907,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1355,38.7521,38.7521,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0008,7.2196,7.2196
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=05.ckpt,5,0.5175,12,128,0.525,47.2705,4.545,0.0003,4.3696,1.1544,7.5711,0.7499,13039.136,1601.5232,0.033,0.2628,0.0,0.0026,0.0004,0.0482,0.0006,10.9858,15.1913,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1368,37.9057,37.9057,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0017,4.0685,4.0685
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=06.ckpt,6,0.53,12,128,0.525,47.0615,7.2193,0.0002,4.282,1.1494,7.7751,0.7562,13148.776,1582.3527,0.0307,1.2348,0.0,0.003,0.0004,0.0463,0.0005,9.9135,12.8279,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1365,37.3626,37.3626,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0016,3.356,3.356
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=07.ckpt,7,0.5138888888888888,12,128,0.525,48.0908,6.6261,0.0,4.5619,1.1572,7.8506,0.7463,13541.479,1656.7649,0.0348,0.8406,0.0,0.0039,0.0004,0.0474,0.0006,12.0219,19.4426,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1367,41.5451,41.5451,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0017,5.2719,5.2719
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=08.ckpt,8,0.5205555555555555,12,128,0.525,49.6267,7.8438,1e-04,4.402,1.1681,7.4679,0.7323,13958.98,1670.4719,0.0285,1.5104,0.0,0.0041,0.0005,0.0552,0.0006,12.8263,15.2356,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1359,41.4385,41.4385,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0014,4.9407,4.9407
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=09.ckpt,9,0.525,12,128,0.525,48.0778,8.7375,1e-04,4.4329,1.1551,7.1996,0.7485,13793.013,1741.7227,0.0342,2.3429,0.0,0.0058,0.0004,0.0431,0.0006,13.2169,14.3271,0.0001,0.0009,0.0,0.0002,0.0006,0.0052,0.1367,44.9411,44.9411,0.0,0.0001,0.0,0.0,0.0001,0.0002,0.002,4.9022,4.9022
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=10.ckpt,10,0.5291666666666667,12,128,0.525,48.6396,10.9528,1e-04,4.4086,1.1601,7.9956,0.7424,13806.365,1688.7806,0.0313,6.2338,0.0,0.0074,0.0005,0.0479,0.0006,13.9208,14.1313,0.0001,0.0009,0.0,0.0002,0.0006,0.0052,0.1358,37.4707,37.4707,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0012,1.7492,1.7492
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=11.ckpt,11,0.5305555555555556,12,128,0.525,48.4465,18.8041,1e-04,4.4318,1.1585,7.6363,0.7444,13809.193,1664.6777,0.0341,10.145,0.0,0.011,0.0005,0.0448,0.0006,13.17,15.4269,0.0001,0.0008,0.0,0.0002,0.0005,0.0051,0.1359,38.7222,38.7222,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0015,3.3112,3.3112
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=12.ckpt,12,0.5363888888888889,12,128,0.525,48.9986,23.6451,1e-04,4.3807,1.1623,8.1173,0.7395,13974.032,1729.9354,0.0332,12.2008,0.0,0.0147,0.0004,0.0462,0.0006,13.6266,17.0461,0.0001,0.0008,0.0,0.0002,0.0005,0.0051,0.136,40.3142,40.3142,0.0,0.0001,0.0,0.0,0.0,0.0001,0.001,2.4602,2.4602
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=13.ckpt,13,0.5305555555555556,12,128,0.525,48.8514,20.505,0.0,4.2857,1.1656,7.6038,0.7357,13992.091,1660.7172,0.0336,10.2763,0.0,0.0115,0.0004,0.0468,0.0006,12.5445,15.4473,0.0001,0.0009,0.0,0.0002,0.0005,0.0052,0.1368,34.6725,34.6725,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0035,2.3037,2.3037
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=14.ckpt,14,0.5244444444444445,12,128,0.525,48.1128,19.6012,0.0,4.4132,1.1583,7.787,0.745,13862.932,1705.0338,0.0299,11.0362,0.0,0.0125,0.0004,0.0534,0.0005,14.0081,16.9549,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1361,36.5704,36.5704,0.0,0.0001,0.0,0.0,0.0,0.0,0.0017,2.3728,2.3728
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=15.ckpt,15,0.5283333333333333,12,128,0.525,48.5086,20.6224,0.0,4.4991,1.1592,7.744,0.7439,13917.285,1647.2571,0.0319,12.0967,0.0,0.0137,0.0005,0.0435,0.0006,12.6277,13.5431,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1358,35.406,35.406,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0014,2.8276,2.8276
32,0.001,3,10,50,16,8,128,checkpoints/model_32_0.001_3_10_50_128epoch=16.ckpt,16,0.5366666666666666,12,128,0.525,49.7724,21.4037,0.0,4.3582,1.1759,8.0143,0.7229,14352.369,1713.9288,0.0348,13.1776,0.0,0.017,0.0005,0.0569,0.0006,14.2098,13.8134,0.0001,0.0009,0.0,0.0002,0.0005,0.0052,0.137,37.3707,37.3707,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0015,4.0348,4.0348
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.4622222222222222,7,128,0.525,38.0213,10.1364,0.0018,4.0154,1.1576,6.5199,0.7465,6873.4785,745.964,0.0314,1.0626,0.0,0.0036,0.0006,0.044,0.0008,6.221,9.0917,0.0001,0.0009,0.0,0.0002,0.0006,0.0052,0.1369,25.735,25.735,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0012,1.4195,1.4195
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.5,7,128,0.525,40.1361,6.029,0.0016,3.8395,1.1284,6.3302,0.7848,8199.597,909.4271,0.0217,0.7686,0.0,0.004,0.0003,0.0458,0.0004,8.1343,13.4445,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1371,28.0952,28.0952,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0025,1.6878,1.6878
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.49777777777777776,7,128,0.525,41.9713,5.0453,0.0012,3.7543,1.1184,7.7529,0.7985,9039.963,1022.5142,0.0233,0.1959,0.0,0.004,0.0003,0.0565,0.0004,10.7971,10.8432,0.0001,0.0008,0.0,0.0002,0.0005,0.0051,0.1358,35.6263,35.6263,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0019,4.0566,4.0566
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.5163888888888889,7,128,0.525,45.3386,4.867,0.0012,3.6487,1.131,6.9298,0.781,10120.154,1122.0149,0.0277,0.6912,0.0,0.0038,0.0004,0.0571,0.0005,13.8933,9.3493,0.0001,0.0009,0.0,0.0002,0.0005,0.0052,0.1369,32.5178,32.5178,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0018,2.6795,2.6795
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.5216666666666666,7,128,0.525,47.1286,4.0032,0.0009,3.6001,1.1352,7.0047,0.775,10696.119,1176.7867,0.0327,0.1908,0.0,0.0029,0.0004,0.0671,0.0006,15.208,9.9085,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.136,31.9369,31.9369,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.002,1.2638,1.2638
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.5202777777777777,7,128,0.525,47.3645,4.2749,0.0009,3.5935,1.1322,6.9504,0.7794,10989.701,1180.7306,0.0292,0.4926,0.0,0.0035,0.0004,0.0584,0.0005,13.9633,10.3886,0.0001,0.0008,0.0,0.0002,0.0006,0.0052,0.1363,29.9036,29.9036,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0011,1.6005,1.6005
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.5194444444444445,7,128,0.525,48.6458,4.8275,0.001,3.5438,1.135,7.4728,0.7752,11432.108,1235.6835,0.0343,0.6683,0.0,0.003,0.0004,0.068,0.0005,12.5214,12.1146,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1364,31.8915,31.8915,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.001,2.1555,2.1555
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.5197222222222222,7,128,0.525,49.3623,4.4915,0.0008,3.5687,1.1321,7.9319,0.7792,11704.001,1273.8405,0.035,0.4445,0.0,0.0043,0.0004,0.0714,0.0005,10.1608,15.4934,0.0001,0.0008,0.0,0.0002,0.0006,0.0053,0.1362,31.6972,31.6972,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0013,2.3029,2.3029
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.5308333333333334,7,128,0.525,48.7421,5.7814,0.0006,3.6279,1.1306,7.4174,0.7814,11871.885,1275.4205,0.029,0.6054,0.0,0.005,0.0004,0.0601,0.0005,9.4461,15.4441,0.0001,0.0008,0.0,0.0002,0.0006,0.0053,0.137,31.1605,31.1605,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0017,2.1892,2.1892
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.5180555555555556,7,128,0.525,48.2935,7.0134,0.0008,3.6234,1.1225,8.2988,0.7925,11932.6045,1304.2225,0.0302,0.2922,0.0,0.0055,0.0003,0.0821,0.0005,11.2717,16.1796,0.0001,0.0009,0.0,0.0002,0.0006,0.0053,0.136,33.1541,33.1541,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0009,3.9239,3.9239
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.5188888888888888,7,128,0.525,50.1568,7.2582,0.0008,3.5678,1.1357,8.1078,0.7743,12301.85,1319.9612,0.0288,1.0044,0.0,0.0059,0.0004,0.0631,0.0005,10.7155,15.9166,0.0001,0.0008,0.0,0.0002,0.0006,0.0055,0.138,29.4254,29.4254,0.0,0.0001,0.0,0.0,0.0001,0.0004,0.0017,1.6308,1.6308
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.5030555555555556,7,128,0.525,49.4823,6.6052,0.0009,3.5876,1.1401,8.053,0.7683,12225.431,1345.7505,0.0333,0.6649,0.0,0.0056,0.0003,0.0562,0.0004,10.6713,15.2542,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1366,32.7269,32.7269,0.0,0.0001,0.0,0.0,0.0001,0.0002,0.0022,2.5233,2.5233
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=00.ckpt,0,0.45444444444444443,13,128,0.525,35.6579,15.6434,0.0018,4.1817,1.2123,5.9445,0.6813,6638.543,747.0465,0.0341,1.4912,0.0,0.005,0.0012,0.0677,0.0014,7.1754,9.386,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1416,24.3301,24.3301,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0099,1.6124,1.6124
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=01.ckpt,1,0.4572222222222222,13,128,0.525,40.0643,10.9284,0.0016,4.0372,1.1738,6.6934,0.7246,7937.096,880.5748,0.0294,1.8341,0.0,0.0041,0.0008,0.054,0.001,11.0826,11.2218,0.0001,0.0008,0.0,0.0002,0.0005,0.0051,0.1367,26.949,26.949,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0007,2.5091,2.5091
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=02.ckpt,2,0.46805555555555556,13,128,0.525,43.1996,7.1556,0.0014,3.9582,1.1581,7.0959,0.7444,8784.235,985.5585,0.0238,0.7001,0.0,0.0038,0.0005,0.0435,0.0007,13.6656,12.4367,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1373,25.9494,25.9494,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0025,1.5736,1.5736
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=03.ckpt,3,0.4811111111111111,13,128,0.525,44.3796,6.2755,0.0012,3.9453,1.1511,7.2698,0.7537,9445.034,1085.1368,0.0225,0.8369,0.0,0.0041,0.0004,0.0512,0.0005,12.6197,12.9347,0.0001,0.0009,0.0,0.0002,0.0005,0.0052,0.1366,28.644,28.644,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0014,1.9591,1.9591
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=04.ckpt,4,0.4836111111111111,13,128,0.525,45.4095,5.8988,0.001,3.9296,1.1479,7.5623,0.7575,9720.188,1135.0814,0.0251,0.5679,0.0,0.0035,0.0004,0.0563,0.0005,11.6623,8.6435,0.0001,0.0009,0.0,0.0002,0.0005,0.0053,0.1368,29.7162,29.7162,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.001,2.1474,2.1474
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=05.ckpt,5,0.49083333333333334,13,128,0.525,46.4709,4.7767,0.0011,3.8507,1.1426,7.59,0.7647,10382.587,1183.2848,0.0252,0.663,0.0,0.0034,0.0004,0.0525,0.0006,10.6027,14.2094,0.0001,0.0009,0.0,0.0002,0.0006,0.0052,0.1368,31.5746,31.5746,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0014,2.1348,2.1348
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=06.ckpt,6,0.5011111111111111,13,128,0.525,48.1911,3.9026,0.001,3.8289,1.1501,7.6151,0.7547,10887.114,1270.8513,0.0229,0.1028,0.0,0.0027,0.0004,0.0512,0.0006,11.0727,13.1816,0.0001,0.0009,0.0,0.0002,0.0006,0.0054,0.1363,35.0279,35.0279,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0014,3.757,3.757
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=07.ckpt,7,0.5033333333333333,13,128,0.525,48.5056,3.6048,0.001,3.7879,1.1475,7.772,0.7581,11037.358,1278.0234,0.0241,0.1198,0.0,0.0029,0.0004,0.0552,0.0006,12.8607,14.0723,0.0001,0.0009,0.0,0.0002,0.0005,0.0053,0.1361,33.2665,33.2665,0.0,0.0001,0.0,0.0,0.0,0.0001,0.002,2.4596,2.4596
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=08.ckpt,8,0.49444444444444446,13,128,0.525,48.8763,3.641,0.0009,3.8111,1.1465,7.3872,0.7596,11159.174,1293.4983,0.0246,0.1714,0.0,0.003,0.0004,0.0511,0.0006,10.8456,11.6606,0.0001,0.0008,0.0,0.0002,0.0005,0.0054,0.1355,34.7298,34.7298,0.0,0.0001,0.0,0.0,0.0001,0.0003,0.0017,4.0276,4.0276
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=09.ckpt,9,0.48694444444444446,13,128,0.525,49.6142,3.6161,0.0009,3.7701,1.1561,7.1734,0.7472,11448.233,1329.7974,0.0241,0.1132,0.0,0.0027,0.0004,0.047,0.0005,12.3584,8.2323,0.0001,0.0009,0.0,0.0002,0.0005,0.0053,0.1376,36.0589,36.0589,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.002,3.1251,3.1251
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=10.ckpt,10,0.5,13,128,0.525,50.565,3.8012,0.001,3.6938,1.1513,7.75,0.7531,11670.01,1351.206,0.0258,0.3328,0.0,0.0022,0.0004,0.0602,0.0005,12.0882,16.3034,0.0001,0.0009,0.0,0.0002,0.0005,0.0053,0.1371,36.2958,36.2958,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0014,3.91,3.91
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=11.ckpt,11,0.49777777777777776,13,128,0.525,51.1447,3.8169,0.0011,3.6647,1.1622,7.3011,0.7388,11711.424,1393.2998,0.0291,0.2279,0.0,0.0023,0.0004,0.0575,0.0005,11.8429,10.4355,0.0001,0.0009,0.0,0.0002,0.0005,0.0055,0.1416,38.7642,38.7642,0.0,0.0001,0.0,0.0,0.0001,0.0005,0.0148,5.6844,5.6844
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=12.ckpt,12,0.5077777777777778,13,128,0.525,52.7168,3.6652,0.0012,3.5949,1.1655,7.7058,0.7347,12111.886,1418.1355,0.0286,0.212,0.0,0.002,0.0004,0.0624,0.0005,11.5813,14.5981,0.0001,0.0009,0.0,0.0002,0.0005,0.0056,0.137,38.4282,38.4282,0.0,0.0,0.0,0.0,0.0,0.0008,0.0045,4.963,4.963
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=13.ckpt,13,0.5227777777777778,13,128,0.525,52.2184,3.8802,0.0011,3.5845,1.1615,7.4838,0.7398,12100.562,1401.709,0.0299,0.3626,0.0,0.0021,0.0004,0.0629,0.0005,11.4161,14.4509,0.0001,0.0009,0.0,0.0002,0.0006,0.0054,0.1376,37.8682,37.8682,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.002,5.0502,5.0502
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=14.ckpt,14,0.49333333333333335,13,128,0.525,52.0648,4.0767,0.001,3.6114,1.1574,7.6337,0.7451,12095.208,1398.2382,0.0292,0.3641,0.0,0.002,0.0003,0.0634,0.0005,11.4516,12.9028,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1371,36.882,36.882,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0031,4.4881,4.4881
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=15.ckpt,15,0.5088888888888888,13,128,0.525,53.0502,4.4938,0.0011,3.5605,1.1624,7.7334,0.7387,12248.151,1422.9102,0.0255,0.8187,0.0,0.0019,0.0004,0.0606,0.0005,10.7757,14.2209,0.0001,0.0008,0.0,0.0002,0.0005,0.0054,0.1368,36.387,36.387,0.0,0.0001,0.0,0.0,0.0,0.0,0.0015,2.8493,2.8493
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=16.ckpt,16,0.5144444444444445,13,128,0.525,53.3099,5.8099,0.0011,3.542,1.166,7.5573,0.7339,12294.925,1457.6744,0.0262,1.5238,0.0,0.0022,0.0003,0.059,0.0004,9.4677,11.8546,0.0001,0.0008,0.0,0.0002,0.0005,0.0053,0.1354,39.5133,39.5133,0.0,0.0001,0.0,0.0,0.0,0.0,0.0014,3.3419,3.3419
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=17.ckpt,17,0.505,13,128,0.525,53.0477,5.2085,0.001,3.5655,1.1619,7.8905,0.7392,12273.666,1458.9438,0.026,1.0789,0.0,0.0021,0.0003,0.0649,0.0004,10.2029,12.7413,0.0001,0.0008,0.0,0.0002,0.0005,0.0054,0.1372,37.8091,37.8091,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0021,3.1651,3.1651
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=00.ckpt,0,0.37083333333333335,24,128,0.525,25.6323,26.6549,0.0011,4.3309,1.1502,4.0754,0.7573,3489.1648,332.8796,0.0785,2.3698,0.0,0.0045,0.0006,0.026,0.0007,4.6715,4.6703,0.0001,0.0008,0.0,0.0002,0.0005,0.0052,0.1369,15.3787,15.3787,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0021,0.636,0.636
